# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.00%  2_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  2_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  2_scheduler      beam.smp            [.] resize_new_heap
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.00%  3_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  3_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  3_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.00%  4_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  4_scheduler      [kernel.kallsyms]   [k] pipe_write
     0.00%  4_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  4_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  4_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  5_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  5_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  5_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  5_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  5_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mutex_unlock
     0.00%  6_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  7_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  7_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  7_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  7_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  7_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  7_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  7_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  8_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  8_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  8_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  8_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  1_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  1_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  1_scheduler      beam.smp            [.] erts_check_io_interrupt
     0.00%  1_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  1_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.00%  2_scheduler      [kernel.kallsyms]   [k] ktime_add_safe
     0.00%  2_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  2_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  2_scheduler      beam.smp            [.] erts_sspa_remote_free
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  3_scheduler      [kernel.kallsyms]   [k] pipe_write
     0.00%  3_scheduler      [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  3_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  3_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  3_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  3_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_try_charge
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  4_scheduler      [kernel.kallsyms]   [k] fput
     0.00%  4_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  4_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  4_scheduler      [kernel.kallsyms]   [k] page_remove_rmap
     0.00%  4_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  4_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  4_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  4_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  4_scheduler      beam.smp            [.] ethr_leave_ts_event
     0.00%  5_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  5_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  5_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  5_scheduler      [kernel.kallsyms]   [k] page_remove_rmap
     0.00%  5_scheduler      beam.smp            [.] create_carrier
     0.00%  5_scheduler      beam.smp            [.] do_erts_alcu_realloc.constprop.35
     0.00%  5_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __smp_mb__after_atomic
     0.00%  6_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  6_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  6_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  6_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  6_scheduler      beam.smp            [.] copy_out_registers
     0.00%  6_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  7_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  7_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  7_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  7_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  8_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  8_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  8_scheduler      beam.smp            [.] copy_out_registers
     0.00%  8_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  8_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  8_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  1_scheduler      [kernel.kallsyms]   [k] ep_scan_ready_list.isra.7
     0.00%  1_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  1_scheduler      [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] fput
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  2_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  2_scheduler      [kernel.kallsyms]   [k] wake_up_q
     0.00%  2_scheduler      beam.smp            [.] copy_out_registers
     0.00%  2_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  3_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  3_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  3_scheduler      beam.smp            [.] copy_out_registers
     0.00%  3_scheduler      beam.smp            [.] empty_runq_aux
     0.00%  3_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  3_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  4_scheduler      [kernel.kallsyms]   [k] ktime_add_safe
     0.00%  4_scheduler      beam.smp            [.] erts_thr_progress_later
     0.00%  4_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  5_scheduler      [kernel.kallsyms]   [k] do_sync_read
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  5_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  5_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  5_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  5_scheduler      [kernel.kallsyms]   [k] wake_up_q
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ep_scan_ready_list.isra.7
     0.00%  6_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  6_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  6_scheduler      beam.smp            [.] offset_stack
     0.00%  6_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  6_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __smp_mb__after_atomic
     0.00%  7_scheduler      [kernel.kallsyms]   [k] policy_zonelist
     0.00%  7_scheduler      beam.smp            [.] resize_new_heap
     0.00%  7_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  7_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  8_scheduler      [kernel.kallsyms]   [k] pipe_write
     0.00%  8_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  8_scheduler      beam.smp            [.] erts_check_io_interrupt
     0.00%  8_scheduler      beam.smp            [.] mbc_alloc_finalize
     0.00%  8_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  1_scheduler      [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  1_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  1_scheduler      [kernel.kallsyms]   [k] lookup_page_cgroup
     0.00%  1_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  1_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  1_scheduler      [kernel.kallsyms]   [k] touch_atime
     0.00%  1_scheduler      [kernel.kallsyms]   [k] vfs_write
     0.00%  1_scheduler      beam.smp            [.] mbc_alloc_finalize
     0.00%  1_scheduler      beam.smp            [.] offset_stack
     0.00%  1_scheduler      beam.smp            [.] realloc_thr_pref
     0.00%  1_scheduler      beam.smp            [.] resize_new_heap
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_task_policy.part.26
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  2_scheduler      [kernel.kallsyms]   [k] next_zones_zonelist
     0.00%  2_scheduler      [kernel.kallsyms]   [k] policy_zonelist
     0.00%  2_scheduler      beam.smp            [.] erts_check_io_interrupt
     0.00%  2_scheduler      beam.smp            [.] ethr_leave_ts_event
     0.00%  3_scheduler      [kernel.kallsyms]   [k] cap_file_permission
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ep_scan_ready_list.isra.7
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ktime_add_safe
     0.00%  3_scheduler      [kernel.kallsyms]   [k] policy_zonelist
     0.00%  3_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  3_scheduler      beam.smp            [.] do_erts_alcu_realloc.constprop.35
     0.00%  3_scheduler      beam.smp            [.] ethr_leave_ts_event
     0.00%  3_scheduler      beam.smp            [.] offset_heap
     0.00%  3_scheduler      perf-16408.map      [.] $gen_server:decode_msg/9-CodeInfoPrologue
     0.00%  3_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __list_del_entry
     0.00%  4_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  4_scheduler      [kernel.kallsyms]   [k] timerfd_poll
     0.00%  4_scheduler      beam.smp            [.] copy_out_registers
     0.00%  4_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  4_scheduler      beam.smp            [.] offset_stack
     0.00%  4_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  4_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  5_scheduler      [kernel.kallsyms]   [k] lookup_page_cgroup
     0.00%  5_scheduler      [kernel.kallsyms]   [k] next_zones_zonelist
     0.00%  5_scheduler      [kernel.kallsyms]   [k] pipe_write
     0.00%  5_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  5_scheduler      beam.smp            [.] ethr_get_monotonic_time
     0.00%  5_scheduler      beam.smp            [.] ethr_leave_ts_event
     0.00%  5_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  5_scheduler      beam.smp            [.] resize_new_heap
     0.00%  6_dirty_io_sche  [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.00%  6_dirty_io_sche  [kernel.kallsyms]   [k] unmap_page_range
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ktime_add_safe
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mem_cgroup_newpage_charge
     0.00%  6_scheduler      [kernel.kallsyms]   [k] next_zones_zonelist
     0.00%  6_scheduler      [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  6_scheduler      [kernel.kallsyms]   [k] wake_up_q
     0.00%  6_scheduler      beam.smp            [.] erts_check_io_interrupt
     0.00%  6_scheduler      beam.smp            [.] erts_sspa_remote_free
     0.00%  6_scheduler      beam.smp            [.] ethr_get_monotonic_time
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  7_scheduler      [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.00%  7_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  7_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  7_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  7_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  7_scheduler      [kernel.kallsyms]   [k] timerfd_poll
     0.00%  7_scheduler      beam.smp            [.] do_erts_alcu_realloc.constprop.35
     0.00%  7_scheduler      beam.smp            [.] erts_thr_progress_later
     0.00%  7_scheduler      beam.smp            [.] mbc_alloc_finalize
     0.00%  7_scheduler      beam.smp            [.] offset_stack
     0.00%  7_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __smp_mb__after_atomic
     0.00%  8_scheduler      [kernel.kallsyms]   [k] ep_scan_ready_list.isra.7
     0.00%  8_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  8_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  8_scheduler      [kernel.kallsyms]   [k] timerfd_poll
     0.00%  8_scheduler      [kernel.kallsyms]   [k] wake_up_q
     0.00%  8_scheduler      beam.smp            [.] empty_runq_aux
     0.00%  8_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  8_scheduler      beam.smp            [.] offset_heap
     0.00%  8_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  1_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  1_scheduler      [kernel.kallsyms]   [k] page_remove_rmap
     0.00%  1_scheduler      [kernel.kallsyms]   [k] release_pages
     0.00%  1_scheduler      [kernel.kallsyms]   [k] rw_verify_area
     0.00%  1_scheduler      beam.smp            [.] erts_sspa_remote_free
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pipe_write
     0.00%  2_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  2_scheduler      [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  2_scheduler      [kernel.kallsyms]   [k] sys_read
     0.00%  2_scheduler      beam.smp            [.] realloc_thr_pref
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  3_scheduler      [kernel.kallsyms]   [k] next_zones_zonelist
     0.00%  3_scheduler      [kernel.kallsyms]   [k] page_remove_rmap
     0.00%  3_scheduler      [kernel.kallsyms]   [k] touch_atime
     0.00%  3_scheduler      [kernel.kallsyms]   [k] wake_up_q
     0.00%  3_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  3_scheduler      beam.smp            [.] realloc_thr_pref
     0.00%  4_scheduler      [kernel.kallsyms]   [k] _copy_from_user
     0.00%  4_scheduler      [kernel.kallsyms]   [k] do_sync_read
     0.00%  4_scheduler      [kernel.kallsyms]   [k] get_task_policy.part.26
     0.00%  4_scheduler      [kernel.kallsyms]   [k] hrtimer_cancel
     0.00%  4_scheduler      [kernel.kallsyms]   [k] policy_zonelist
